word,locations,context,contextlength
pan,272,lycian band where are they who should inspect the victims where are the leaders of the lightarmed troops and the phrygian archers string your horntipped bows hector your tidings inspire now fear now confidence nothing is plainly set forth can it be that you are smitten with wild fear by pan the son of cronion leaving your watch you rouse the army what does your noisy summons mean what tidings can i say you bring your words are many but no plain statement have you made chorus the long night through hector the argive army has kindled fires and bright with,50
