woord,frequency
the,555
to,396
i,382
you,382
and,360
of,343
a,203
your,195
my,194
is,180
that,163
for,161
in,161
have,158
not,148
with,130
me,130
children,121
medea,120
her,117
it,115
this,114
will,112
but,108
by,102
from,94
do,88
are,83
no,80
be,78
she,77
as,74
house,73
what,71
jason,68
them,62
on,61
shall,60
if,54
now,53
am,52
woman,52
all,51
at,51
their,50
has,49
who,48
his,48
how,47
so,46
may,44
they,43
when,40
he,39
land,39
into,39
was,37
or,35
go,35
aegeus,35
come,34
one,33
we,31
husband,31
gods,31
o,30
life,30
would,29
these,29
since,29
father,29
chorus,29
creon,28
then,27
an,27
hand,26
why,26
exile,25
must,25
some,24
up,24
well,24
man,24
can,23
more,23
than,23
mortals,23
say,22
never,22
give,21
know,21
nurse,21
most,21
take,21
words,21
before,20
own,20
tutor,20
see,19
any,19
death,19
had,19
our,19
think,19
good,19
marriage,19
out,18
tell,18
bring,18
heart,18
him,18
were,17
eisodos,17
yourself,17
friends,17
kill,17
there,16
new,16
eyes,16
first,16
many,16
such,15
over,15
been,15
old,15
upon,15
did,15
chorusleader,15
poor,14
oh,14
live,14
us,14
bride,14
wish,14
make,14
even,14
b,14
way,14
put,14
enter,14
dear,14
daughter,13
hands,13
yet,13
mother,13
men,13
misfortune,13
here,13
nor,13
against,13
pain,13
royal,13
those,13
about,13
enemies,13
killed,13
mistress,12
friend,12
another,12
city,12
though,12
made,12
where,12
done,12
home,12
find,12
die,12
bed,12
right,12
love,12
wife,12
which,12
could,12
women,12
away,12
servants,11
yes,11
unhappy,11
time,11
gold,11
gave,11
deed,11
things,11
gifts,11
turn,11
zeus,10
wrath,10
face,10
like,10
terrible,10
country,10
god,10
sons,10
speak,10
day,10
hear,10
too,9
others,9
long,9
ones,9
without,9
need,9
because,9
myself,9
while,9
wise,9
mind,9
once,9
joy,9
far,9
fathers,9
whole,9
leave,9
childrens,8
help,8
cast,8
stay,8
other,8
corinth,8
very,8
great,8
brought,8
much,8
cannot,8
let,8
still,8
does,8
ah,8
grief,8
wretched,8
whether,8
might,8
mortal,8
wretch,8
harm,8
its,8
being,8
off,8
thus,8
seen,7
having,7
mean,7
greater,7
tears,7
sure,7
trouble,7
behind,7
light,7
nothing,7
disaster,7
loved,7
down,7
troubles,7
coming,7
only,7
gone,7
messenger,7
earth,7
heard,7
beg,7
among,7
thing,7
making,7
said,7
hold,7
murder,7
ask,7
thought,7
fear,7
get,6
mine,6
dead,6
calamity,6
better,6
marriagebed,6
sword,6
birth,6
foolish,6
angry,6
return,6
child,6
already,6
plan,6
cease,6
calls,6
end,6
justice,6
fate,6
misfortunes,6
beget,6
two,6
hateful,6
report,6
ever,6
pity,6
princess,6
punishment,6
knees,6
clever,6
holy,6
after,6
suppliant,6
hate,6
power,6
exiled,6
family,6
often,6
head,6
oaths,6
desire,6
married,6
afraid,6
golden,5
bitter,5
aside,5
kept,5
oath,5
hair,5
part,5
aloft,5
temper,5
sake,5
bearing,5
destroyed,5
until,5
touch,5
goddess,5
match,5
call,5
set,5
deeds,5
kin,5
abandoned,5
win,5
alas,5
sun,5
utterly,5
enemy,5
kind,5
honor,5
seems,5
gown,5
outrage,5
cry,5
taking,5
sex,5
feel,5
case,5
quite,5
body,5
bereft,5
going,5
every,5
longer,5
suffered,5
helios,5
news,5
best,5
accept,5
bad,5
taken,5
wrong,5
through,5
send,5
pelias,5
further,5
share,5
raised,5
should,5
blood,5
receive,5
weep,5
stand,5
ought,5
look,5
nature,5
sent,5
white,5
sea,5
loves,4
mothers,4
came,4
passion,4
corpses,4
keep,4
benefit,4
spoken,4
former,4
pleasure,4
aged,4
learned,4
ruin,4
chamber,4
back,4
care,4
happy,4
hostile,4
towards,4
brings,4
attend,4
human,4
talk,4
feet,4
forth,4
folly,4
regard,4
basest,4
event,4
brothers,4
murderous,4
held,4
undone,4
husbands,4
greek,4
treatment,4
gift,4
become,4
king,4
aphrodite,4
near,4
fall,4
witness,4
raise,4
again,4
flesh,4
song,4
anger,4
sense,4
wealth,4
raiment,4
dreadful,4
hard,4
want,4
evil,4
however,4
something,4
within,4
fortune,4
perished,4
gain,4
wanted,4
fast,4
certainly,4
brother,4
escape,4
destruction,4
plans,4
abandoning,4
rulers,4
young,4
illwill,4
purpose,4
greatest,4
son,4
suppose,4
goes,4
race,4
last,4
fire,4
peace,4
show,4
allow,4
native,4
courage,4
diadem,4
rest,4
just,4
bridegroom,4
lot,4
tender,4
entered,4
full,4
bury,4
expect,4
place,4
name,4
bodies,4
painful,4
given,4
fool,4
sight,4
save,4
miserable,4
try,4
argo,4
,3
deaths,3
accursed,3
able,3
appears,3
yours,3
heaven,3
sufferings,3
iolcus,3
offspring,3
loss,3
lay,3
ancient,3
company,3
ruling,3
minds,3
mighty,3
second,3
worst,3
farewell,3
avenging,3
anything,3
manner,3
master,3
saw,3
lips,3
wisdom,3
bridal,3
smile,3
went,3
flee,3
word,3
childless,3
interests,3
really,3
daughters,3
poisons,3
deal,3
quickly,3
toil,3
regards,3
wait,3
loud,3
lament,3
open,3
holds,3
lost,3
behold,3
possess,3
soon,3
borne,3
happiness,3
sprung,3
enviable,3
grant,3
female,3
between,3
spare,3
womens,3
else,3
run,3
phoebus,3
same,3
whom,3
driven,3
doing,3
speech,3
unless,3
alive,3
true,3
sound,3
servant,3
pay,3
check,3
struck,3
wronged,3
wrongs,3
cause,3
fault,3
although,3
reply,3
foes,3
themis,3
turned,3
pale,3
kings,3
experience,3
insult,3
unholy,3
inside,3
surely,3
grandfather,3
crown,3
mourn,3
matters,3
chariot,3
always,3
curse,3
none,3
thoughts,3
bound,3
comes,3
sweet,3
greeks,3
griefs,3
arts,3
forget,3
fine,3
likewise,3
act,3
twice,3
exit,3
approve,3
point,3
acts,3
swear,3
next,3
herself,3
suffer,3
manhood,3
trust,3
mens,3
designs,3
thrust,3
plotting,3
advantage,3
soul,3
betrayed,3
bright,3
possible,3
sailed,3
seeing,3
base,3
rate,3
vain,3
force,3
fatherland,3
soil,3
begin,3
brides,3
ground,3
realize,3
indeed,3
guilty,3
grow,3
getting,3
houses,3
lady,3
order,3
reputation,3
glance,2
resolve,2
lies,2
form,2
proceed,2
thousand,2
unfortunate,2
ways,2
free,2
therefore,2
either,2
found,2
fairest,2
reasons,2
winged,2
road,2
died,2
beneficial,2
sail,2
keeps,2
arrows,2
got,2
command,2
hopes,2
person,2
grieve,2
rivers,2
clear,2
wound,2
subject,2
quarrel,2
legs,2
eager,2
shown,2
spirits,2
crimes,2
entreat,2
matter,2
soothed,2
ignorance,2
promise,2
monster,2
left,2
hymn,2
（i,2
safety,2
kissed,2
later,2
punish,2
contest,2
cheek,2
hellas,2
smitten,2
hera,2
shared,2
edge,2
prophetic,2
beaten,2
looking,2
greet,2
turns,2
luckier,2
pelion,2
vitals,2
understand,2
halls,2
approach,2
overwhelmed,2
story,2
tale,2
everything,2
scylla,2
support,2
utters,2
proved,2
shelion,2
knows,2
profit,2
fail,2
shout,2
hearth,2
injustice,2
instead,2
colchis,2
beginning,2
dress,2
streams,2
darkblue,2
imagine,2
fragrant,2
newlywedded,2
savage,2
childlessness,2
rule,2
changed,2
aware,2
protector,2
hottempered,2
knave,2
stone,2
male,2
bear,2
victorious,2
pleasant,2
takes,2
acting,2
age,2
took,2
exiles,2
three,2
furthermore,2
common,2
ineluctable,2
countrys,2
means,2
hades,2
splendid,2
beard,2
fellowcitizens,2
boldness,2
gateway,2
foot,2
livelihood,2
fell,2
mockery,2
distress,2
lucky,2
penniless,2
rises,2
listen,2
battle,2
pleased,2
departed,2
muse,2
rage,2
outcome,2
regarding,2
woe,2
ears,2
reported,2
double,2
barely,2
begrudge,2
consent,2
creature,2
dared,2
accompanied,2
also,2
banish,2
touched,2
skene,2
fair,2
rescue,2
cruel,2
zeuss,2
glorious,2
reached,2
source,2
path,2
door,2
snare,2
saved,2
boys,2
finelywoven,2
unclean,2
begotten,2
ten,2
gates,2
someone,2
somehow,2
plain,2
fierce,2
