word,locations,context,contextlength
pan,10909,of her leg but thereafter there was a terrible sight to behold for her color changed and with legs trembling she staggered back sidelong and by falling on the chair barely escaped collapsing on the floor and one old woman among the servants thinking i suppose that a frenzy from pan or one of the other gods had come upon her raised a festal shout to the god until she saw the white foam coming between her lips and her eyes starting out of their sockets and her skin all pale and bloodless then indeed she raised a wail in answer,50
